Customer ID,Dummy_Customer_id,Gender_Converted,Age,Age_Bucket_Converted,Married_converted,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Tenure_bucket_converted,Offer_Converted,Phone_Service Converted,Avg Monthly Long Distance Charges,Multiple_lines_woe,Internet Service Converted,Internet_type_converted,Avg Monthly GB Download,Online_Security_Woe,Online_Backup_woe,Device_Protection_Plan,Premium Tech Support,Streaming_Tv_woe,Streaming_movie_woe,Streaming_music_woe,Unlimited_Data_Converted,Contract_Converted,PaperLess_Biling_woe,Payment_method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Target
5035-PGZXH,3555,-0.02,49,0.13,-0.31,0,95926,39.745712,-121.84333,0,56,0.67,-0.03,-0.01,32.43,0.08,-0.26,-0.64,2,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.3,1.1,-0.34,-0.35,106.8,5914.4,0,30,1816.08,7760.48,0
5038-ETMLM,3556,-0.02,35,0.19,0.39,0,95823,38.475465,-121.443625,10,72,1.63,1.61,-0.01,29,0.08,-0.26,-0.64,22,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,113.65,8182.75,0,0,2088,10270.75,0
5039-LZRQT,3557,-0.02,52,0.13,-0.31,0,92561,33.638645,-116.55783,0,13,-0.78,-0.03,-0.01,26.57,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,-0.48,20.2,273.25,0,0,345.41,618.66,0
5043-TRZWM,3558,-0.02,32,0.19,-0.31,0,90022,34.02381,-118.156582,0,1,-0.78,-0.03,-0.01,7.11,0.08,-0.26,-0.64,26,-0.69,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,75.55,75.55,0,0,7.11,82.66,0
5044-LRQAQ,3559,-0.02,19,0.19,0.39,0,92694,33.569186,-117.640055,8,7,-0.78,-0.03,-0.01,41.22,0.08,-0.26,-0.64,73,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,69.2,477.55,0,0,288.54,766.09,0
5044-XDPYX,3560,-0.02,59,0.13,0.39,0,95973,39.903272,-121.843567,7,51,0.67,-0.03,-0.01,20.47,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.48,25.5,1281.25,0,0,1043.97,2325.22,0
5046-NUHWD,3561,-0.02,69,-0.4,0.39,0,91745,33.998471,-117.973758,5,29,0.23,-0.03,0.08,,0.08,-0.26,0.05,23,0.75,-0.61,0.22,-0.7,-0.33,-0.17,-0.35,-0.2,1.1,-0.34,-0.35,45,1228.65,0,0,0,1228.65,0
5047-LHVLY,3562,0.02,68,-0.4,-0.31,0,92121,32.898613,-117.202937,0,1,-0.78,-1.14,-0.01,39.78,0.08,-0.26,0.05,12,-0.69,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.48,-9,50.15,0,0,39.78,89.93,1
5049-GLYVG,3563,0.02,56,0.13,-0.31,0,93603,36.64545,-118.924982,0,1,-0.78,-1.14,-0.01,47.26,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,20.6,20.6,0,0,47.26,67.86,1
5049-MUBWG,3564,0.02,24,0.19,-0.31,0,93921,36.554618,-121.922239,0,26,0.23,-0.03,-0.01,49.61,0.08,-0.26,0.46,76,0.75,-0.61,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,-0.35,75,1908.35,0,0,1289.86,3198.21,0
5052-PNLOS,3565,0.02,50,0.13,-0.31,0,95721,38.851842,-120.076204,0,3,-0.78,-1.14,-0.01,13.83,0.08,-0.26,-0.64,14,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,105.35,323.25,0,0,41.49,364.74,1
5054-IEXZT,3566,0.02,41,0.13,-0.31,0,92117,32.825086,-117.199424,0,1,-0.78,-0.03,-0.01,32.82,0.08,-0.26,-0.64,21,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,-0.34,-0.35,75.35,75.35,0,10,32.82,118.17,1
5055-BRMNE,3567,-0.02,35,0.19,0.39,2,93626,37.027663,-119.69056,3,67,1.63,1.61,-0.01,40.35,0.08,-0.26,-0.64,16,0.75,-0.61,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,106.7,7009.5,0,0,2703.45,9712.95,0
5055-MGMGF,3568,-0.02,35,0.19,0.39,0,94019,37.45567,-122.407992,3,65,1.63,0.95,-0.01,40.71,0.08,-0.26,-0.64,23,0.75,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.3,-0.9,-0.34,-0.35,105.05,6914.95,0,60,2646.15,9621.1,0
5056-FIMPT,3569,-0.02,47,0.13,-0.31,2,95824,38.517295,-121.439819,0,43,0.67,-0.03,-0.01,10.19,0.08,-0.26,-0.64,10,0.75,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.3,1.1,-0.34,0.76,106,4532.3,0,130,438.17,5100.47,0
5057-LCOUI,3570,-0.02,35,0.19,-0.31,0,93444,35.050345,-120.489599,0,39,0.23,0.2,0.08,,0.08,-0.26,0.46,4,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,50.75,2011.4,0,0,0,2011.4,1
5057-RKGLH,3571,-0.02,22,0.19,0.39,1,92327,34.875144,-116.821698,9,9,-0.78,-0.03,-0.01,30.83,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20.35,191.1,0,0,277.47,468.57,0
5060-TQUQN,3572,0.02,19,0.19,0.39,1,91701,34.132275,-117.611478,1,30,0.23,-0.03,-0.01,10.24,0.08,-0.26,-0.64,48,-0.69,0.27,-0.58,0.7,-0.33,-0.34,-0.14,-0.2,-0.9,-0.34,-0.35,83.55,2570.2,0,0,307.2,2877.4,0
5061-PBXFW,3573,-0.02,49,0.13,0.39,1,95129,37.305622,-122.000887,3,32,0.23,-0.03,-0.01,46.66,0.08,-0.26,0.46,17,0.75,0.27,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,61.4,1864.65,0,0,1493.12,3357.77,0
5062-CJJKH,3574,0.02,63,-0.4,0.39,3,91505,34.174215,-118.345928,1,25,0.23,-0.03,-0.01,36.17,0.08,-0.26,0.46,53,-0.69,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,0.76,53.65,1355.45,0,0,904.25,2259.7,0
5063-IUOKK,3575,0.02,56,0.13,-0.31,0,93111,34.460197,-119.802602,0,13,-0.78,-0.01,-0.01,10.11,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,19.75,265.75,0,0,131.43,397.18,0
5066-GFJMM,3576,-0.02,55,0.13,0.39,0,95501,40.796621,-124.15428,4,3,-0.78,-1.14,-0.01,41.36,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,-0.34,0.76,19.9,45.75,0,0,124.08,169.83,0
5067-DGXLL,3577,0.02,35,0.19,-0.31,0,95910,39.467828,-120.841386,0,2,-0.78,-0.03,-0.01,15.83,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,20.25,36.8,0,0,31.66,68.46,0
5067-WJEUN,3578,0.02,42,0.13,0.39,2,93308,35.559617,-118.925185,1,67,1.63,1.61,-0.01,10.9,0.08,-0.26,0.05,26,0.75,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,2.6,-0.34,-0.35,54.2,3838.2,0,10,730.3,4578.5,0
5067-XJQFU,3579,0.02,77,-0.4,0.39,0,90067,34.057496,-118.413959,3,66,1.63,-0.03,-0.01,21.79,0.08,-0.26,-0.64,9,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.35,-0.2,1.1,-0.34,-0.35,108.45,7076.35,0,0,1438.14,8514.49,0
5071-FBJFS,3580,-0.02,61,-0.4,0.39,1,96001,40.587919,-122.464732,8,4,-0.78,-0.03,-0.01,44.64,0.08,-0.26,0.05,21,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,50.3,217.1,0,0,178.56,395.66,0
5073-RZGBK,3581,-0.02,50,0.13,0.39,3,95691,38.627951,-121.593287,6,50,0.67,0.95,-0.01,49.18,0.08,-0.26,0.46,76,0.75,0.27,0.22,0.7,-0.33,-0.17,-0.14,-0.2,1.1,-0.34,-0.35,80.05,4042.2,0,0,2459,6501.2,0
5073-WXOYN,3582,-0.02,58,0.13,-0.31,0,94002,37.509366,-122.306132,0,60,0.67,0.95,0.08,,0.08,-0.26,0.05,5,-0.69,0.27,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,50.8,3027.4,0,0,0,3027.4,1
5074-FBGHB,3583,0.02,47,0.13,-0.31,0,95019,36.936228,-121.785559,0,64,1.63,-0.03,-0.01,25.95,0.08,-0.26,-0.64,23,-0.69,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,104.65,6889.8,0,0,1660.8,8550.6,0
5075-JSDKI,3584,-0.02,64,-0.4,-0.31,0,95258,38.169605,-121.310964,0,59,0.67,0.95,-0.01,41.23,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,24.45,1493.1,0,0,2432.57,3925.67,0
5076-YVXCM,3585,0.02,55,0.13,-0.31,0,93276,35.316263,-119.402559,0,51,0.67,0.95,-0.01,45.92,0.08,-0.26,-0.64,12,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.3,-0.9,0.62,-0.35,83.4,4149.45,29.76,30,2341.92,6491.61,0
5077-DXTCG,3586,-0.02,37,0.19,-0.31,0,95925,39.461768,-121.195825,0,1,-0.78,-0.03,-0.01,26.41,0.08,-0.26,0.05,26,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,45.3,45.3,0,0,26.41,71.71,1
5081-NWSUP,3587,-0.02,54,0.13,-0.31,0,95122,37.32886,-121.834567,0,10,-0.78,-0.01,-0.01,37.45,0.08,-0.26,0.46,5,-0.69,0.27,-0.58,0.7,-0.33,-0.17,-0.14,-0.2,1.1,0.62,0.76,64.9,685.55,0,0,374.5,1060.05,0
5084-OOVCJ,3588,-0.02,25,0.19,0.39,3,95923,40.171312,-121.120605,1,17,-0.78,-0.03,-0.01,20.23,0.08,-0.26,0.46,69,0.75,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,55.35,920.5,0,0,343.91,1264.41,0
5087-SUURX,3589,-0.02,46,0.13,0.39,0,92887,33.884073,-117.732197,1,18,-0.78,-0.03,0.08,,0.08,-0.26,0.05,30,-0.69,-0.61,0.22,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,39.05,669.85,0,0,0,669.85,1
5088-QZLRL,3590,0.02,50,0.13,-0.31,0,92881,33.833686,-117.513063,0,1,-0.78,-1.14,-0.01,1.47,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,20.65,20.65,0,0,1.47,22.12,0
5089-IFSDP,3591,-0.02,39,0.19,0.39,0,92647,33.723579,-118.005441,1,58,0.67,0.95,-0.01,27.99,0.08,-0.26,-0.64,24,0.75,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,109.45,6144.55,0,0,1623.42,7767.97,1
5090-EMGTC,3592,-0.02,32,0.19,0.39,0,90210,34.099891,-118.414338,10,59,0.67,0.95,-0.01,45.75,0.08,-0.26,-0.64,11,-0.69,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,0.76,100.05,6034.85,0,0,2699.25,8734.1,0
5091-HFAZW,3593,-0.02,36,0.19,-0.31,0,90670,33.933565,-118.062611,0,2,-0.78,-0.03,-0.01,46.78,0.08,-0.26,-0.64,12,0.75,0.27,-0.58,-0.7,-0.17,-0.34,-0.35,-0.3,-0.9,-0.34,-0.35,91.15,168.5,0,10,93.56,272.06,0
5092-STPKP,3594,-0.02,45,0.13,-0.31,0,96076,40.367964,-122.937379,0,24,0.23,-0.03,-0.01,30.18,0.08,-0.26,0.46,4,0.75,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,0.76,56.35,1381.2,0,0,724.32,2105.52,0
5093-FEGLU,3595,-0.02,21,0.19,0.39,0,94105,37.789168,-122.395009,1,47,0.67,0.95,-0.01,45.9,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,19.65,921.55,0,0,2157.3,3078.85,0
5095-AESKG,3596,-0.02,33,0.19,0.39,0,94965,37.848641,-122.515692,1,3,-0.78,-0.03,-0.01,31.61,0.08,-0.26,-0.64,20,-0.69,0.27,-0.58,-0.7,-0.33,-0.17,-0.14,-0.3,-0.9,-0.34,0.76,91.5,242.95,0,10,94.83,347.78,1
5095-ETBRJ,3597,-0.02,28,0.19,0.39,0,95453,39.080469,-122.955176,5,55,0.67,-0.03,-0.01,2.36,0.08,-0.26,0.46,69,0.75,0.27,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,2.6,0.62,0.76,56.8,3112.05,0,0,129.8,3241.85,0
5099-BAILX,3598,0.02,77,-0.4,0.39,0,93101,34.419203,-119.710008,1,43,0.67,0.95,-0.01,14.52,0.08,-0.26,-0.64,5,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,110.75,4687.9,0,0,624.36,5312.26,1
5103-MHMHY,3599,-0.02,49,0.13,-0.31,1,93402,35.279984,-120.824288,0,1,-0.78,-1.14,-0.01,46.17,0.08,-0.26,0.05,19,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.48,45.95,45.95,0,0,46.17,92.12,1
5108-ADXWO,3600,0.02,30,0.19,-0.31,0,94130,37.820894,-122.369725,0,11,-0.78,-0.03,-0.01,38.88,0.08,-0.26,-0.64,30,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,73.5,791.75,0,0,427.68,1219.43,1
5110-CHOPY,3601,-0.02,61,-0.4,-0.31,0,92009,33.098018,-117.258203,0,60,0.67,-0.03,0.08,,0.08,-0.26,0.05,4,0.75,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,53.6,3237.05,0,0,0,3237.05,0
5115-GZDEL,3602,0.02,20,0.19,-0.31,3,91911,32.607964,-117.059459,0,72,1.63,-0.03,0.08,,0.08,-0.26,0.05,71,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,67.2,4671.7,0,0,0,4671.7,0
5115-SQAAU,3603,-0.02,55,0.13,0.39,1,90813,33.781086,-118.199049,5,69,1.63,-0.03,-0.01,20.98,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,-0.35,25.6,1673.4,28.09,0,1447.62,3092.93,0
5117-IFGPS,3604,0.02,73,-0.4,0.39,0,96145,39.178337,-120.162806,7,29,0.23,0.2,-0.01,36.75,0.08,-0.26,-0.64,12,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,84.3,2357.75,0,0,1065.75,3423.5,0
5117-ZSMHQ,3605,-0.02,22,0.19,0.39,1,95666,38.546999,-120.271114,9,71,1.63,1.61,-0.01,37.57,0.08,-0.26,0.46,85,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.3,2.6,0.62,-0.35,89.9,6342.7,0,150,2667.47,9160.17,0
5118-MUEYH,3606,-0.02,22,0.19,0.39,0,92313,34.029175,-117.307211,4,48,0.67,0.95,-0.01,39.25,0.08,-0.26,-0.64,51,-0.69,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,0.76,105.1,5083.55,0,0,1884,6967.55,0
5119-KEPFY,3607,0.02,50,0.13,0.39,0,95131,37.387027,-121.897775,3,36,0.23,-0.03,-0.01,5.99,0.08,-0.26,-0.64,6,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,95,3440.25,0,0,215.64,3655.89,0
5119-NZPTV,3608,0.02,70,-0.4,0.39,0,95823,38.475465,-121.443625,9,2,-0.78,-1.14,-0.01,34.99,0.08,-0.26,-0.64,24,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,70.1,141.65,0,0,69.98,211.63,0
5120-ZBLAI,3609,-0.02,40,0.13,0.39,0,93930,36.220761,-120.980777,5,50,0.67,0.95,-0.01,9.47,0.08,-0.26,0.46,28,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,-0.35,75.7,3876.2,0,0,473.5,4349.7,0
5122-CYFXA,3610,-0.02,53,0.13,-0.31,0,90212,34.062095,-118.401508,0,3,-0.78,-1.14,-0.01,38.99,0.08,-0.26,0.46,20,-0.69,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,75.3,244.1,0,0,116.97,361.07,0
5124-EOGYE,3611,0.02,59,0.13,-0.31,0,92325,34.248061,-117.29028,0,31,0.23,-0.03,-0.01,34.57,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20.45,638.55,0,0,1071.67,1710.22,0
5125-CNDSP,3612,0.02,48,0.13,-0.31,0,93605,37.17277,-119.2997,0,63,1.63,0.95,0.08,,0.08,-0.26,0.46,28,0.75,0.27,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,1.1,-0.34,-0.35,40.6,2588.95,0,0,0,2588.95,0
5126-RCXYW,3613,0.02,41,0.13,0.39,1,91803,34.074736,-118.145959,0,54,0.67,0.95,0.08,,0.08,-0.26,0.46,19,-0.69,-0.61,0.22,0.7,-0.33,-0.17,-0.14,-0.3,2.6,0.62,0.76,46,2424.05,0,90,0,2514.05,0
5127-BZENZ,3614,-0.02,62,-0.4,0.39,0,96056,41.10831,-121.360362,1,56,0.67,0.95,-0.01,39.72,0.08,-0.26,0.46,11,0.75,-0.61,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,1.1,0.62,-0.35,65.2,3512.15,0,0,2224.32,5736.47,0
5129-HHMZC,3615,-0.02,64,-0.4,0.39,0,91401,34.178483,-118.431791,6,43,0.67,-0.03,-0.01,21.08,0.08,-0.26,0.05,14,0.75,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,86.45,3574.5,0,0,906.44,4480.94,0
5129-JLPIS,3616,0.02,27,0.19,-0.31,0,90016,34.028331,-118.354338,0,25,0.23,-0.03,-0.01,10.4,0.08,-0.26,-0.64,48,0.75,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,105.5,2686.05,0,0,260,2946.05,0
5130-IEKQT,3617,0.02,73,-0.4,-0.31,0,94109,37.794487,-122.42227,0,25,0.23,0.2,-0.01,46.34,0.08,-0.26,-0.64,22,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,-0.9,0.62,0.76,105.95,2655.25,0,0,1158.5,3813.75,1
5130-YPIRV,3618,-0.02,22,0.19,0.39,0,92119,32.802959,-117.027095,1,62,1.63,0.95,-0.01,6.41,0.08,-0.26,0.05,59,0.75,0.27,0.22,-0.7,-0.17,-0.34,-0.35,-0.2,2.6,-0.34,0.76,72,4284.2,0,0,397.42,4681.62,0
5131-PONJI,3619,0.02,62,-0.4,0.39,3,95485,39.220368,-122.907693,10,49,0.67,0.95,-0.01,11.74,0.08,-0.26,-0.64,20,-0.69,0.27,0.22,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,90.4,4494.65,0,0,575.26,5069.91,0
5133-POWUA,3620,0.02,34,0.19,-0.31,0,95684,38.606703,-120.586659,0,1,-0.78,-0.03,-0.01,13.62,0.08,-0.26,0.05,21,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,45.8,45.8,0,0,13.62,59.42,0
5133-VRSAB,3621,0.02,47,0.13,-0.31,0,94950,38.052209,-122.775567,0,8,-0.78,-1.14,0.08,,0.08,-0.26,0.05,8,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,0.62,0.76,29.35,216.45,0,10,0,226.45,0
5134-IKDAY,3622,-0.02,34,0.19,0.39,0,95984,40.022184,-121.062384,1,1,-0.78,-0.03,-0.01,11.08,0.08,-0.26,-0.64,13,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,69.8,69.8,0,0,11.08,80.88,1
5135-GRQJV,3623,0.02,75,-0.4,0.39,0,93608,36.488056,-120.407691,4,72,1.63,1.61,-0.01,5.6,0.08,-0.26,-0.64,19,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.48,114.5,8331.95,0,0,403.2,8735.15,0
5135-RDDQL,3624,-0.02,37,0.19,0.39,1,96021,39.913777,-122.289984,6,63,1.63,0.95,-0.01,25.32,0.08,-0.26,0.46,11,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,2.6,-0.34,-0.35,50.65,3221.25,37.04,0,1595.16,4779.37,0
5136-GFPMB,3625,0.02,44,0.13,-0.31,0,91978,32.730264,-116.950963,0,54,0.67,0.95,-0.01,35.32,0.08,-0.26,-0.64,15,-0.69,-0.61,0.22,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,0.62,0.76,89.4,4869.5,0,0,1907.28,6776.78,0
5136-KCKGI,3626,-0.02,22,0.19,0.39,0,93465,35.536115,-120.739231,1,33,0.23,0.2,-0.01,41.61,0.08,-0.26,-0.64,73,0.75,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,-0.48,103.7,3467,0,0,1373.13,4840.13,1
5136-RGMZO,3627,0.02,39,0.19,-0.31,0,90247,33.890853,-118.297967,0,31,0.23,-0.03,-0.01,6.4,0.08,-0.26,0.05,24,-0.69,0.27,-0.58,0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,71.05,2168.15,0,0,198.4,2366.55,0
5138-WVKYJ,3628,0.02,51,0.13,-0.31,0,92129,32.961064,-117.134917,0,10,-0.78,-0.01,-0.01,27.57,0.08,-0.26,-0.64,13,0.75,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,98.55,1008.55,0,0,275.7,1284.25,1
5140-FOMCQ,3629,-0.02,52,0.13,0.39,0,94602,37.803883,-122.208417,7,59,0.67,0.95,-0.01,40.47,0.08,-0.26,-0.64,4,0.75,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,109.15,6557.75,0,0,2387.73,8945.48,0
5141-ZUVBH,3630,-0.02,46,0.13,-0.31,1,93516,34.95703,-117.73045,0,9,-0.78,-0.03,-0.01,42.1,0.08,-0.26,-0.64,16,0.75,-0.61,0.22,0.7,-0.33,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,93,870.25,0,0,378.9,1249.15,0
5143-EGQFK,3631,-0.02,76,-0.4,-0.31,0,92126,32.886925,-117.152162,0,10,-0.78,-0.03,0.08,,0.08,-0.26,0.05,20,-0.69,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.3,-0.9,-0.34,-0.35,29.65,291.4,0,110,0,401.4,1
5143-WMWOG,3632,0.02,62,-0.4,-0.31,0,93266,36.175255,-119.813805,0,1,-0.78,-0.03,-0.01,17.61,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,19.95,19.95,0,0,17.61,37.56,1
5144-PQCDZ,3633,0.02,55,0.13,-0.31,0,94533,38.287136,-122.02711,0,4,-0.78,-0.03,-0.01,34.86,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,-0.34,0.76,19.95,59.25,0,0,139.44,198.69,0
5144-TVGLP,3634,0.02,68,-0.4,-0.31,0,90002,33.949255,-118.246978,0,38,0.23,-0.03,-0.01,46.96,0.08,-0.26,-0.64,13,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.35,-0.2,2.6,0.62,-0.35,94.75,3653,45.82,0,1784.48,5391.66,0
5146-CBVOE,3635,-0.02,44,0.13,-0.31,0,94134,37.721052,-122.413573,0,16,-0.78,-0.03,-0.01,38.02,0.08,-0.26,-0.64,25,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,75.1,1212.85,0,0,608.32,1821.17,0
5146-YYFRZ,3636,0.02,32,0.19,-0.31,0,91745,33.998471,-117.973758,0,67,1.63,1.61,-0.01,15.32,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,19.95,1311.75,0,0,1026.44,2338.19,0
5148-HKFIR,3637,-0.02,49,0.13,-0.31,0,93040,34.432843,-118.730106,0,20,-0.78,-0.03,-0.01,15.87,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,19.7,406.95,0,0,317.4,724.35,0
5148-ORICT,3638,-0.02,23,0.19,0.39,0,95961,39.082568,-121.55325,2,64,1.63,-0.03,-0.01,18.03,0.08,-0.26,0.05,42,0.75,0.27,0.22,0.7,-0.33,-0.17,-0.14,-0.2,2.6,-0.34,-0.48,74.35,4759.55,0,0,1153.92,5913.47,0
5149-CUZUJ,3639,0.02,35,0.19,0.39,0,92342,34.757783,-117.33997,1,28,0.23,-0.03,-0.01,27.34,0.08,-0.26,-0.64,16,-0.69,0.27,0.22,0.7,-0.17,-0.34,-0.35,-0.2,1.1,0.62,-0.35,92.9,2768.35,0,0,765.52,3533.87,0
5149-QYTTU,3640,-0.02,35,0.19,0.39,1,90814,33.771612,-118.143866,3,71,1.63,1.61,-0.01,34.53,0.08,-0.26,-0.64,19,0.75,0.27,0.22,0.7,-0.33,-0.34,-0.35,-0.3,1.1,-0.34,0.76,95.15,6770.85,0,0,2451.63,9222.48,0
5149-TGWDZ,3641,-0.02,48,0.13,-0.31,0,94118,37.781304,-122.461522,0,21,0.23,-0.03,-0.01,36.31,0.08,-0.26,-0.64,27,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,104.55,2239.4,0,0,762.51,3001.91,0
5150-ITWWB,3642,0.02,65,-0.4,-0.31,0,95951,39.732767,-122.042298,0,3,-0.78,-1.14,-0.01,37.78,0.08,-0.26,-0.64,28,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,94.85,335.75,0,0,113.34,449.09,0
